video_id,channel_id,channel_title,niche,title,view_count,like_count,comment_count,duration_seconds,engagement_rate,day_of_week,hour_of_day,age_days,view_velocity,duration_category,channel_median_views,performance_ratio,performance_label,title_length,word_count,has_number,has_dollar,has_rupee,has_question,has_exclamation,has_vs,has_challenge,has_hours,has_last,has_win,has_free,has_extreme,has_best,has_worst,has_every,has_first,has_only,has_never,has_days,has_review,has_how,has_why,has_what,duration_encoded
R2viw7QlJZ4,9,Nick DiGiovanni,cooking,Homemade Wagyu,37471204,601172,2744,28,1.611680265197777,4,16,99,378497.0101010101,short,31631580.5,1.184613712236099,High,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-QEFRmGUCMQ,9,Nick DiGiovanni,cooking,Best Snack Ever,47393129,693282,4093,29,1.4714685751177137,3,16,100,473931.29,short,31631580.5,1.4982852026632054,Viral,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pxy5I2Gvo3s,9,Nick DiGiovanni,cooking,Ultrasonic Knife,35045197,864744,2280,41,2.4740166248744444,4,16,106,330615.06603773584,short,31631580.5,1.10791798721534,High,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baTTpb8BTaQ,9,Nick DiGiovanni,cooking,Cashew Fruit,32455347,475600,4926,23,1.4805757584412824,1,16,109,297755.4770642202,short,31631580.5,1.0260425336634695,High,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DbUbfQ8JBoQ,9,Nick DiGiovanni,cooking,Franken-Steak,59029996,997483,21426,40,1.7260868525215554,6,16,111,531801.7657657658,short,31631580.5,1.8661728268683886,Viral,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aFfSwLuPzxE,9,Nick DiGiovanni,cooking,Rating Celebrity Knife Throws,42038622,610812,6626,20,1.4687398649746417,4,16,113,372023.203539823,short,31631580.5,1.3290079514047677,High,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uX7mDyZIo68,9,Nick DiGiovanni,cooking,Perfect Slice Challenge,118187357,1819267,4002,35,1.542693775612564,2,16,115,1027716.147826087,short,31631580.5,3.7363721676822315,Viral,23,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eZNirjo29s,9,Nick DiGiovanni,cooking,Rate The Best Steak,30601212,508758,7526,39,1.687135790569341,6,16,118,259332.30508474575,short,31631580.5,0.9674259558418208,High,19,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1Ck-OtY6jpo,9,Nick DiGiovanni,cooking,3 Levels Of Ramen,11498365,264037,2219,31,2.315598782957403,4,16,120,95819.70833333333,short,31631580.5,0.36350902541844216,Medium,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4X7OLxnLok,9,Nick DiGiovanni,cooking,Beautiful Desserts,26525334,375258,3853,28,1.4292411925896955,1,16,123,215653.1219512195,short,31631580.5,0.8385712500202132,High,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3CUg4nlzXE,9,Nick DiGiovanni,cooking,Too Much Butter?,16369337,360519,5474,27,2.235844982603755,6,16,125,130954.696,short,31631580.5,0.5174998132009243,High,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qr6kUC5KeoA,9,Nick DiGiovanni,cooking,Testing $1 Kitchen Gadgets,32481351,662211,2229,48,2.045604568603073,1,16,53,612855.679245283,short,31631580.5,1.0268646234733672,Viral,26,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bm07MOohGS0,9,Nick DiGiovanni,cooking,Hot Sauce Steak,16953017,576880,2786,49,3.4192498007876706,4,16,57,297421.350877193,short,31631580.5,0.5359522582186496,High,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N9IdeIAXGB8,9,Nick DiGiovanni,cooking,Rare vs Medium Steak,16628381,368817,3591,41,2.2395926578781182,1,16,60,277139.68333333335,short,31631580.5,0.5256892237806454,High,20,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wb8rLz1xQBs,9,Nick DiGiovanni,cooking,Red Pickles,16930613,323631,1822,44,1.9222753482109598,0,16,61,277551.0327868852,short,31631580.5,0.5352439787193055,High,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qL3qz373tEk,9,Nick DiGiovanni,cooking,I Ate Everything In Japan,29408370,549591,3167,60,1.8795941427559568,6,16,62,474328.5483870968,short,31631580.5,0.9297154784915032,Viral,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
yOuSKhqsmRE,9,Nick DiGiovanni,cooking,Magic Sauce,34441608,793922,8137,39,2.3287501559160653,4,16,64,538150.125,short,31631580.5,1.0888361395662793,Viral,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IaDTJRRm7Gw,9,Nick DiGiovanni,cooking,Cheap vs Expensive Pizza,17242685,462187,4985,46,2.7093924177122064,1,16,67,257353.50746268657,short,31631580.5,0.5451098151734783,High,24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTepVrwOOYc,9,Nick DiGiovanni,cooking,Olympics Pasta,366112269,5034655,31947,30,1.3838929828380049,0,17,201,1821454.0746268656,short,31631580.5,11.574264175639279,Viral,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Rr6RQVQr0g,9,Nick DiGiovanni,cooking,Feastables Hot Chocolate,12295406,260255,1951,22,2.1325525972871495,6,17,202,60868.346534653465,short,31631580.5,0.388706659788941,Medium,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8STmk05BS-w,9,Nick DiGiovanni,cooking,Fortnite Birthday Cake,51744247,758546,14976,26,1.4948946884858523,6,16,335,154460.43880597016,short,31631580.5,1.635841339006124,High,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_M4H9TmhFK8,9,Nick DiGiovanni,cooking,3 Levels Of Watermelon,133754486,1536755,6399,26,1.153721303971816,4,16,337,396897.58456973295,short,31631580.5,4.2285109971030375,High,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V-yOxfw6tBg,9,Nick DiGiovanni,cooking,Mega Sushi,30136175,463335,3736,26,1.549868223157053,6,16,342,88117.47076023392,short,31631580.5,0.9527242876782588,Medium,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nj98wpV9Agg,9,Nick DiGiovanni,cooking,Watermelon Jell-o,47106488,592851,3835,22,1.2666747731225474,4,16,344,136937.46511627908,short,31631580.5,1.489223341211167,High,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v0l-H3m0eJA,9,Nick DiGiovanni,cooking,Fermented Shark,27245058,546585,2305,20,2.0146406001411337,2,16,346,78742.94219653179,short,31631580.5,0.8613245866737516,Medium,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5oI-qMCZ5dM,9,Nick DiGiovanni,cooking,Puffed Rice Ball,90204239,1788384,12237,31,1.9961600695949555,6,16,349,258464.86819484242,short,31631580.5,2.8517145705065228,High,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOYxWtihV00,9,Nick DiGiovanni,cooking,Ratatouille Birthday Cake,41656224,1322164,49904,24,3.2937887024997754,0,16,418,99656.03827751197,short,31631580.5,1.3169188305339343,Medium,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wIFTMscYuSo,9,Nick DiGiovanni,cooking,World's Most Satisfying Pineapple,45737950,853506,4099,24,1.8750403111639242,4,16,477,95886.68763102725,short,31631580.5,1.4459584148822409,Medium,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qzkYcOM2_Q4,9,Nick DiGiovanni,cooking,Gourmet Ice,151728511,1901706,14721,31,1.2630632089970224,1,16,480,316101.0645833333,short,31631580.5,4.79674137686544,High,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TmouiIG8q6g,9,Nick DiGiovanni,cooking,Sugarcane Juice,42879061,1037163,6850,25,2.4347851274075243,3,16,485,88410.43505154639,short,31631580.5,1.355577569068988,Medium,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2dIyOaN6Uw,9,Nick DiGiovanni,cooking,Strongest Chef vs Sharpest Knife,24309811,572022,2809,19,2.3646049736873724,6,16,489,49713.31492842536,short,31631580.5,0.7685297609457106,Medium,32,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6Db60rwdOuY,9,Nick DiGiovanni,cooking,How To Cook Blue Lobster,40440478,1237070,10144,21,3.0840733385990147,2,19,633,63887.01105845182,short,31631580.5,1.2784842666966958,Medium,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lg7VImVeZCA,9,Nick DiGiovanni,cooking,World's Smallest Pasta,29386632,1096980,2757,20,3.7423036433709043,4,17,687,42775.301310043666,short,31631580.5,0.9290282538996115,Low,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hqhVdnrHMtc,9,Nick DiGiovanni,cooking,Lobster Roll,39141239,1052106,7414,56,2.7069148219860897,0,16,691,56644.34008683068,short,31631580.5,1.2374101572319474,Medium,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PdSF9yRCZWk,9,Nick DiGiovanni,cooking,Chocolate Factory,28934751,951334,4096,35,3.302015628197388,6,16,741,39048.24696356275,short,31631580.5,0.9147424991931719,Low,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oB6EPx9mtxM,9,Nick DiGiovanni,cooking,Behind The Scenes With Zach King,27967121,1012531,1700,12,3.6265120031482683,4,16,743,37640.808882907135,short,31631580.5,0.8841518684151745,Low,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToSNMVJTAiw,9,Nick DiGiovanni,cooking,Hot Honey Egg Yolks,16464584,858141,3096,38,5.230845796043192,5,4,785,20973.992356687897,short,31631580.5,0.520510949492391,Low,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6hJGON5RvbM,9,Nick DiGiovanni,cooking,Frozen Doritos,32040669,1113806,3138,28,3.4860195959079383,2,16,787,40712.41296060991,short,31631580.5,1.0129329136746739,Low,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z2hQjpNoCUM,9,Nick DiGiovanni,cooking,Satisfying Freeze Dried Candy,29992481,1113406,3620,48,3.724353447118963,6,16,790,37965.16582278481,short,31631580.5,0.9481815491325196,Low,29,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPgW3MWmQwM,9,Nick DiGiovanni,cooking,I Ate Rare Food In EVERY Color,35352166,189786,15647,2008,0.5811044222863176,5,16,77,459119.038961039,very_long,31631580.5,1.1176224975543034,Viral,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
4nWo4vdyXOo,9,Nick DiGiovanni,cooking,1 Second vs 1 Hour Steak,39131648,769045,5838,33,1.9801951607047064,4,16,78,501687.7948717949,short,31631580.5,1.237106947596248,Viral,24,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1TOIlTxoDto,9,Nick DiGiovanni,cooking,Birria Bunny Chow,1310672,69042,2152,32,5.431870063600962,3,16,30,43689.066666666666,short,31631580.5,0.04143555204268089,Low,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ulSj79uUGE,9,Nick DiGiovanni,cooking,Rare McDonald's Items,2208084,86776,1713,44,4.007501526210054,1,16,32,69002.625,short,31631580.5,0.06980631271333407,Medium,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XTJ7hBSgu1w,9,Nick DiGiovanni,cooking,Birthday Cheese Wheel,22744526,608388,14742,29,2.739692179120374,6,16,34,668956.6470588235,short,31631580.5,0.7190448798472148,Viral,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41IuDfMOSNU,9,Nick DiGiovanni,cooking,World Cup Cake,33940861,715383,100243,28,2.403079874726808,3,16,37,917320.5675675676,short,31631580.5,1.0730055363499778,Viral,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0UH-pqAv-UQ,9,Nick DiGiovanni,cooking,Testing Weird Food Combinations,17715830,360275,1686,38,2.0431501092525726,6,16,41,432093.4146341463,short,31631580.5,0.5600678094475867,Viral,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UbH_DN4baGI,9,Nick DiGiovanni,cooking,Giant Tasmanian Crab,20501398,360640,2970,26,1.773586367134573,6,16,48,427112.4583333333,short,31631580.5,0.6481306869885936,Viral,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xReCiWbe1UQ,9,Nick DiGiovanni,cooking,Which YouTuber Is The Best Chef?,15960717,298727,13929,3161,1.9589094900937094,5,16,49,325728.9183673469,very_long,31631580.5,0.5045817106736099,High,32,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
3c4tiJ3EdKk,9,Nick DiGiovanni,cooking,Ketchup Hack,10459155,226819,1657,47,2.1844594520303025,4,16,50,209183.1,short,31631580.5,0.3306554662989413,High,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zpIhFHYFeew,9,Nick DiGiovanni,cooking,I Ate The World's Best Sandwich,22715143,245524,8969,2879,1.1203671489103106,5,17,126,180278.9126984127,very_long,31631580.5,0.7181159664152729,High,31,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
6fj19hH1Mx4,9,Nick DiGiovanni,cooking,3 Levels Of Steak,27504541,519171,3286,36,1.8995299721598697,1,17,130,211573.3923076923,short,31631580.5,0.8695278757885652,High,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cYlT98ytnR8,9,Nick DiGiovanni,cooking,Food Mystery Box,36606746,497346,2743,28,1.3661115904702374,4,17,134,273184.67164179106,short,31631580.5,1.1572847585026615,High,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGLuGr3InOI,9,Nick DiGiovanni,cooking,Ice Fishing,16857195,258549,2065,24,1.5460104720862515,1,17,137,123045.21897810219,short,31631580.5,0.5329229438914694,Medium,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yUNuLnbxWGU,9,Nick DiGiovanni,cooking,Paneer Butter Masala,13338262,510791,31162,45,4.063145558244395,3,17,142,93931.42253521127,short,31631580.5,0.4216754834618523,Medium,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zF2wnJsvBLg,9,Nick DiGiovanni,cooking,I Ate EVERY Italian Street Food,45938419,987885,8883,48,2.1697916943985383,3,17,149,308311.5369127517,short,31631580.5,1.4522960368673326,High,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v2oq01JXSKs,9,Nick DiGiovanni,cooking,Rating Every Salt Bae,43381990,492832,3879,38,1.144970528092418,1,17,151,287297.94701986754,short,31631580.5,1.3714771539790749,High,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kIB-ypmiIzo,9,Nick DiGiovanni,cooking,I Ate Breakfast From Every Country,22647952,251966,26857,3600,1.2311179394940435,5,17,154,147064.62337662338,very_long,31631580.5,0.715991791810719,High,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1p6hc5xVXY4,9,Nick DiGiovanni,cooking,Perfectly Medium Steak,48772740,970707,158225,26,2.314678240344914,4,17,155,314662.8387096774,short,31631580.5,1.5419001905390088,High,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xfevc-CF2HA,9,Nick DiGiovanni,cooking,Indian Shaved Ice,17849785,196954,2946,14,1.1199014441910646,6,17,160,111561.15625,short,31631580.5,0.5643026594893037,Medium,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bB6k3Gnk0qY,9,Nick DiGiovanni,cooking,World's Largest Fish Market,21482795,536052,2283,51,2.5058890149070456,4,17,176,122061.33522727272,short,31631580.5,0.6791565473625322,Medium,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9Ag_0D6arDU,9,Nick DiGiovanni,cooking,I Raised A Chicken,22961307,407271,3912,37,1.790764785297283,1,17,186,123447.8870967742,short,31631580.5,0.725898188995014,High,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNuR7zTWlhU,9,Nick DiGiovanni,cooking,I Broke Every Food World Record,51888031,933818,6215,31,1.8116567190610875,2,17,192,270250.1614583333,short,31631580.5,1.6403869228096268,High,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
YEioyRl1-zQ,9,Nick DiGiovanni,cooking,I Ate EVERY Chinese Street Food,29256738,517385,6279,41,1.7898919558291153,6,17,195,150034.55384615384,short,31631580.5,0.9249217882109938,High,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jOjJY3xEI8o,9,Nick DiGiovanni,cooking,50 Ways To Use Chocolate,85944380,815651,42365,2831,0.9983386930012177,5,17,203,423371.3300492611,very_long,31631580.5,2.717043493922158,High,24,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6_ZJcDYoFBM,9,Nick DiGiovanni,cooking,I Cooked Rudolph,36518165,612956,8525,36,1.7018407140665475,5,17,203,179892.43842364533,short,31631580.5,1.1544843609695696,High,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jRaG7h84pDY,9,Nick DiGiovanni,cooking,Chef Rush's Favorite Food,36757938,651699,4828,30,1.7860822334484594,4,17,204,180185.9705882353,short,31631580.5,1.1620645386341033,High,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73tpsJeIsHU,9,Nick DiGiovanni,cooking,I Cooked Against The Sidemen,12365255,203594,8413,1308,1.714538034193391,5,17,210,58882.166666666664,long,31631580.5,0.39091486433945344,Medium,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NfCoeyP_m_g,9,Nick DiGiovanni,cooking,Rating Knife Throws,149833946,1187291,3748,21,0.7949059821196993,1,17,214,700158.6261682243,short,31631580.5,4.736846646028326,Viral,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJJC6VZRXD8,9,Nick DiGiovanni,cooking,Whipped Cream Race,31194957,661962,3142,25,2.1320882090012176,4,17,218,143096.13302752294,short,31631580.5,0.9861965955194683,High,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBL74Wsfbig,9,Nick DiGiovanni,cooking,"$1 vs $100,000 Plane Food",32990032,429648,10122,1367,1.333039022211315,5,17,224,147276.92857142858,long,31631580.5,1.0429460519685383,High,25,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7C5Nb4elqq0,9,Nick DiGiovanni,cooking,Homemade Bug Sticks,40310192,610953,4790,33,1.5275119503275996,4,17,225,179156.4088888889,short,31631580.5,1.2743654083298177,High,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6HYVKYQaWws,9,Nick DiGiovanni,cooking,Carry Minati's Favorite Food,28075021,834659,3611,29,2.985821453170062,1,17,228,123136.05701754386,short,31631580.5,0.8875630163342613,High,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oC2w2aJRdwQ,9,Nick DiGiovanni,cooking,World's Saltiest Steak,26806465,548286,10271,24,2.083665265076913,6,17,230,116549.84782608696,short,31631580.5,0.8474589184691546,Medium,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u1JdpO1JdpI,9,Nick DiGiovanni,cooking,Japanese Shrimp Cracker,85179349,1422059,7638,32,1.6784549503894426,4,17,232,367152.3663793103,short,31631580.5,2.69285782289633,High,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mGoow9a8T60,9,Nick DiGiovanni,cooking,Indian Pizza,29219723,602117,8048,18,2.088195702608132,1,17,235,124339.24680851064,short,31631580.5,0.9237515969206787,High,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BfhHb0VBgOI,9,Nick DiGiovanni,cooking,Frying With Salt?,26460915,576351,4264,27,2.194236291526578,0,17,236,112122.52118644067,short,31631580.5,0.8365347093547855,Medium,17,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JJldgsWCnNo,9,Nick DiGiovanni,cooking,Caramel Chocolate Bar,12543088,328584,1757,31,2.6336497041238967,2,17,241,52046.00829875519,short,31631580.5,0.3965368723829655,Medium,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8WLvEdJODP8,9,Nick DiGiovanni,cooking,Can I Turn A Robot Into A MasterChef?,10341144,150162,23960,1625,1.6837788933216673,5,16,252,41036.28571428572,long,31631580.5,0.32692466947707527,Low,37,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tR04hCQRT58,9,Nick DiGiovanni,cooking,Milk Vending Machine,23966770,378678,2162,21,1.589033482609463,2,16,255,93987.33333333333,short,31631580.5,0.7576848712950022,Medium,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yyw_GTNzXFc,9,Nick DiGiovanni,cooking,I Ate School Lunch From Every Country,57205401,666815,65665,2251,1.2804385376129082,5,16,280,204305.00357142856,very_long,31631580.5,1.8084901258727808,High,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
MNVNSaCviyI,9,Nick DiGiovanni,cooking,Homemade Sea Salt,135095698,2174882,26011,36,1.6291362586542173,4,16,281,480767.60854092526,short,31631580.5,4.270912039946913,Viral,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dxtVigcRS20,9,Nick DiGiovanni,cooking,Cooking Up Rain Sounds,67453017,1267439,8573,36,1.8917048588056484,2,16,283,238349.88339222615,short,31631580.5,2.1324580034816787,High,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
