video_id,channel_id,channel_title,niche,title,view_count,like_count,comment_count,duration_seconds,engagement_rate,day_of_week,hour_of_day,duration_category,channel_median_views,performance_ratio,performance_label,title_length,word_count,has_number,has_dollar,has_rupee,has_question,has_exclamation,has_vs,has_challenge,has_hours,has_last,has_win,has_free,has_extreme,has_best,has_worst,has_every,has_first,has_only,has_never,has_days,has_review,has_how,has_why,has_what,duration_encoded
cfDHaxldy2w,19,Jeff Nippard,fitness,I Tried To Do Every Exercise (Brutal Challenge),4133637,164076,773,60,3.9879892694980232,5,17,short,5929106.0,0.6971771123673619,Medium,47,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S6rqpxVGKZ4,19,Jeff Nippard,fitness,The Only 25 Exercises You Ever Need,3758999,135741,6116,1396,3.7737972263360535,1,15,long,5929106.0,0.6339908579809502,Medium,35,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ShLYJkzxP3A,19,Jeff Nippard,fitness,Everyone Is Confused About Shoulder Training,8145889,201231,1887,53,2.493503164602415,2,15,short,5929106.0,1.373881492420611,High,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dKuEOFTEvd8,19,Jeff Nippard,fitness,Who Had The Best Physique Ever?,7611299,247625,2683,144,3.2886370644485257,2,15,medium,5929106.0,1.2837178151309827,High,31,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
UY74PoCMYo0,19,Jeff Nippard,fitness,How Much Diet Coke Can You Drink A Day?,10638465,305430,6779,59,2.9347184955724344,4,15,short,5929106.0,1.79427809184049,High,39,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
dWLK29sX4Pc,19,Jeff Nippard,fitness,What Is Your Body Fat Percentage? (Find Out!),4981374,115040,3584,40,2.3813510087778997,6,16,short,5929106.0,0.8401560032827883,Medium,45,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LV9OeFhQpRI,19,Jeff Nippard,fitness,Build Bigger Arms In 45 Mins (Scientifically),2715653,91564,783,50,3.400544914979933,3,15,short,5929106.0,0.458020652691991,Low,45,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OWAfHGmOf0A,19,Jeff Nippard,fitness,What Is The Best Side Delt Exercise?,6777380,190036,1164,59,2.821149175640144,6,16,short,5929106.0,1.1430694610620893,High,36,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nh68nvasSHM,19,Jeff Nippard,fitness,What 20% Body Fat Really Looks Like,3505790,134238,854,70,3.8533968092783653,6,14,short,5929106.0,0.591284756926255,Medium,35,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RQNfBQbcbIo,19,Jeff Nippard,fitness,The Best 45-Min Leg Workout,5077010,165186,1233,54,3.2778938784835954,5,15,short,5929106.0,0.8562859223633378,Medium,27,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cZkyHQ8wyJE,19,Jeff Nippard,fitness,Low Volume Upper Body Workout (Science-Based),5197815,180237,1771,60,3.5016252021282024,5,15,short,5929106.0,0.876660832172675,Medium,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5K9QhkPww44,19,Jeff Nippard,fitness,What Every Body Fat % Actually Looks Like (50% to 5%),13971810,364889,19128,2048,2.7485128984719944,6,15,very_long,5929106.0,2.35647836284256,High,53,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
qOe5uDVSqnE,19,Jeff Nippard,fitness,The Best & Worst Forearms Exercises,11723403,402562,2221,81,3.452777320714813,6,15,short,5929106.0,1.9772631826788052,High,35,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Oj5lC-06ags,19,Jeff Nippard,fitness,I Cut My Workouts In Half (The Results),1903056,60787,776,60,3.2349547254521145,0,15,short,5929106.0,0.3209684562900377,Low,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRVEQLJ6GRw,19,Jeff Nippard,fitness,How Much Do You Know About Training? (Easy → Genius),5737729,162822,1494,59,2.8637811231586574,5,14,short,5929106.0,0.967722452592347,Medium,52,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mYROrXBWfKA,19,Jeff Nippard,fitness,Why Is No One Doing This Glute Exercise?,2093344,82996,1582,60,4.040329730803919,1,16,short,5929106.0,0.35306233351199995,Low,40,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1mGXae-LCiM,19,Jeff Nippard,fitness,The Best Back Exercise No One Knows,20763023,591520,2711,54,2.861967643151,1,18,short,5929106.0,3.5018808906435472,Viral,35,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hYbhQ2nbq90,19,Jeff Nippard,fitness,99% of people can’t hang this long. Can you?,6284899,201483,2002,51,3.2376813056184353,0,14,short,5929106.0,1.0600078662786598,High,44,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qpRGnTTcLpo,19,Jeff Nippard,fitness,7 Amazing Exercises No One Does (ALL S TIER),4911279,161351,4988,966,3.3868774305023193,5,15,long,5929106.0,0.8283338162616759,Medium,44,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ZzzUDdn7X-c,19,Jeff Nippard,fitness,I Put MacroFactor’s AI Calorie Tracking To The Test #ad,1328686,36365,875,58,2.8027690515291046,3,16,short,5929106.0,0.2240955044487314,Low,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zEuseRjS7vg,19,Jeff Nippard,fitness,What Is The Best Rear Delt Exercise?,8125352,202089,1034,56,2.499867082681464,3,14,short,5929106.0,1.3704177324541003,High,36,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
hvCgDYFIRGY,19,Jeff Nippard,fitness,A Tour Of The Smartest Gym Ever Built,13533195,535721,3724,56,3.986087542520447,6,14,short,5929106.0,2.2825017802009273,High,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U1zCyaQc91g,19,Jeff Nippard,fitness,I Built The World's Most Scientific Gym,3387478,164613,7869,1187,5.091752625404505,0,16,long,5929106.0,0.5713303152279618,Medium,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
UUZy6-_NWjo,19,Jeff Nippard,fitness,My New Diet To Get Shredded (2000 Calories),10095225,230196,3351,45,2.3134402650758155,1,15,short,5929106.0,1.7026555099537772,High,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPxjOflSTTo,19,Jeff Nippard,fitness,The Best Science-Based Morning Routine,8324281,305566,2785,55,3.7042358373053483,3,14,short,5929106.0,1.4039689963377278,High,38,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
m-S9G7-xvmM,19,Jeff Nippard,fitness,What’s In My Fridge? (For Fat Loss!),6127080,162642,1637,42,2.6811956103070305,6,14,short,5929106.0,1.0333901940697299,High,36,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rvtZs_nTqr0,19,Jeff Nippard,fitness,How To Tell If Someone Is On Steroids (Using Science),2400786,92119,10848,1022,4.288887056155775,3,15,long,5929106.0,0.40491534474168617,Low,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
5RtVbWCX5y0,19,Jeff Nippard,fitness,Which Workout Split Is Actually Best? (Science-Based),16420601,473042,4606,59,2.9088338484078626,6,15,short,5929106.0,2.7694902064493365,High,53,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eXS5Kd1f-k0,19,Jeff Nippard,fitness,Natural Testosterone: What Everyone Gets Wrong,7950559,166450,2160,45,2.1207313850510388,1,17,short,5929106.0,1.3409372340450652,High,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
t9Cs6HXy1v8,19,Jeff Nippard,fitness,Are These Influencers Lying About Steroids?,20982916,491250,6779,60,2.373497563446377,2,13,short,5929106.0,3.5389679320963396,Viral,43,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agpwjPkGulY,19,Jeff Nippard,fitness,What Bulking Did To My Body (Not Good),6499132,201262,1641,60,3.1220015226648727,4,15,short,5929106.0,1.0961402950124353,High,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2qDA86gP_zg,19,Jeff Nippard,fitness,How To Look Enhanced Without Steroids,2299574,73761,8204,965,3.5643558328629568,6,16,long,5929106.0,0.38784498033936315,Low,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
fZPeULMIZDw,19,Jeff Nippard,fitness,"Best Scientific Arm Day In 2025 (Biceps, Triceps, Forearms)",3938782,156178,871,71,3.9872478344828424,1,13,short,5929106.0,0.6643129672500374,Medium,59,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
udMD7yppV-w,19,Jeff Nippard,fitness,Was I Wrong About Overtraining?,1770506,93546,1072,162,5.34412196287389,3,13,medium,5929106.0,0.2986126407589947,Low,31,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
928aRhhPP8I,19,Jeff Nippard,fitness,The Upper Body Workout I Followed For My 1 Year Transformation,5792714,176593,3295,784,3.105418289250945,1,14,long,5929106.0,0.9769961947045642,Medium,62,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
swdF3yybimY,19,Jeff Nippard,fitness,Are You Overtraining?,5655778,202505,1648,78,3.609636021781619,0,15,short,5929106.0,0.9539006386460286,Medium,21,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8KoBu44qKXk,19,Jeff Nippard,fitness,I Tested MrBeast’s Fitness Knowledge…,8477822,285969,1344,58,3.38899542830694,1,13,short,5929106.0,1.4298651432441922,High,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HimT73spWQ4,19,Jeff Nippard,fitness,3 Things I Wish I Knew When I Started Lifting,2521597,109898,647,49,4.383928121741896,4,16,short,5929106.0,0.42529126650796933,Low,45,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FmNpOsEWms4,19,Jeff Nippard,fitness,Before Your Next Leg Day… Watch This (5 Tips),2568356,103577,400,60,4.048387373090023,5,14,short,5929106.0,0.4331776156472831,Low,45,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
VeJvofBpBqw,19,Jeff Nippard,fitness,"The $100,000 Before & After Winner (INSANE RESULTS)",1256618,59894,1201,73,4.861859371742248,1,14,short,5929106.0,0.21194055225189093,Low,51,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hRZ5MM6gmlE,19,Jeff Nippard,fitness,The Leg Workout I Followed For My 1 Year Transformation,2548217,82458,1923,730,3.311374188304999,0,14,long,5929106.0,0.4297809821581871,Low,55,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
XUhA--3Iz2c,19,Jeff Nippard,fitness,Science Lifter Vs World’s Strongest Pro,39156660,1439511,9095,155,3.6995136970313607,0,14,medium,5929106.0,6.60414234456257,Viral,39,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-A25orqRydQ,19,Jeff Nippard,fitness,The Ultimate Day Of Bodybuilding (Training & Diet),1232795,83470,338,51,6.798210570289465,4,14,short,5929106.0,0.2079225771979789,Low,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hY_s-BBzq1w,19,Jeff Nippard,fitness,This One Habit Cuts Your Risk Of Death By 50%! (It’s Not Lifting),7259382,276400,5548,49,3.8839118812042126,5,15,short,5929106.0,1.2243636730394094,High,65,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jMqN4loB8IY,19,Jeff Nippard,fitness,What Happens If You Only Do 1 Rep?,9947873,352520,2099,58,3.5647720874603044,0,14,short,5929106.0,1.6778031966370648,High,34,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
i5fCtVrwrYY,19,Jeff Nippard,fitness,How Much Muscle Can You Gain In 365 Days? (No Steroids),9865864,281146,1536,59,2.8652533625032737,4,14,short,5929106.0,1.6639716004402687,High,55,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2cP7f8kBBpk,19,Jeff Nippard,fitness,What’s In My Gym Bag? (Not Sponsored),24694896,643624,4058,45,2.6227362933619967,6,14,short,5929106.0,4.165028589470318,Viral,37,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PiYSbR2B85w,19,Jeff Nippard,fitness,How Much Muscle Did I Gain In 365 Days? (Scientific Experiment),7588751,280531,8246,1997,3.8053297571629376,6,14,very_long,5929106.0,1.279914880928086,High,63,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
7KLZrIDbgN4,19,Jeff Nippard,fitness,Losing Muscle Could Kill You,3022443,149564,1450,46,4.996421768747996,6,16,short,5929106.0,0.5097636979335501,Medium,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Xiua0NMjSU,19,Jeff Nippard,fitness,Can You Tell Who Is On Steroids?,73406017,1626809,7837,44,2.226855599589336,6,15,short,5929106.0,12.380621462999649,Viral,32,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gEopR8_5xuQ,19,Jeff Nippard,fitness,"Transform Your Physique, Win $100,000",1254910,96802,2443,49,7.908535273445905,2,22,short,5929106.0,0.2116524818412759,Low,37,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BhUpWmlKcJ8,19,Jeff Nippard,fitness,Top 3 Glute Exercises For A Shelf-Like Butt,6766635,207914,1257,48,3.0912115105957394,5,15,short,5929106.0,1.141257214831376,High,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7RFG9k99AOU,19,Jeff Nippard,fitness,What Is My Max Push-Up?,1216050,50139,468,29,4.161588750462563,6,16,short,5929106.0,0.20509837402131115,Low,23,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
r74q9EF_ni4,19,Jeff Nippard,fitness,A Better Way To Grow Traps,5935971,235845,1950,53,4.006000029312812,3,14,short,5929106.0,1.0011578474056628,High,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ryh7PNhz3E,19,Jeff Nippard,fitness,The Best & Worst Glute Exercises (According To Science),5443607,167049,4665,839,3.154415812897588,0,14,long,5929106.0,0.9181159857826795,Medium,55,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
A9OxBT-6Mw0,19,Jeff Nippard,fitness,Top 3 Quad Exercises For Tree Trunk Legs,8322772,272238,1599,54,3.290213885469889,5,15,short,5929106.0,1.4037144891658202,High,40,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iFkbVWO9hww,19,Jeff Nippard,fitness,Do Fitness Influencers Actually Know Fitness (Ep. 3 - Mike Israetel),15056497,571571,3173,60,3.817249125078695,1,13,short,5929106.0,2.5394211201486363,High,68,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MpCP9VDNkNM,19,Jeff Nippard,fitness,"Beat Your Bench Max, Win $1000",3757178,249646,2183,119,6.702610310184931,4,15,short,5929106.0,0.6336837290478531,Medium,30,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ykreq4u_Egw,19,Jeff Nippard,fitness,Exercise Scientists Critique Fitness Influencer Workouts,2941886,80445,3342,1749,2.848070931368517,3,15,long,5929106.0,0.49617699531767523,Low,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gj_p-xaG7sw,19,Jeff Nippard,fitness,3 Back Training Tips You’ve Never Tried,3393189,181513,504,60,5.364186905002934,6,16,short,5929106.0,0.5722935295810194,Medium,39,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RubpsN9VHM4,19,Jeff Nippard,fitness,How To Build Muscle For $8/Day (Budget Friendly Meal Prep),13790413,547771,5490,57,4.011924806022851,1,14,short,5929106.0,2.3258840371550114,High,58,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NS_GeXoboo4,19,Jeff Nippard,fitness,How To Get Jacked For $10/Day (Healthy Meals On A Budget),4357164,151277,3657,1079,3.5558450404896393,5,16,long,5929106.0,0.7348770624104207,Medium,57,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
baEXLy09Ncc,19,Jeff Nippard,fitness,Get NOTICEABLY BIGGER Calves With This Technique,9376306,391006,2670,57,4.1986257701060525,3,14,short,5929106.0,1.58140299734901,High,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
npQCpz5UWwE,19,Jeff Nippard,fitness,What Is My Pull-Up Max?,2306691,107735,1516,28,4.736265065411882,4,17,short,5929106.0,0.38904532993675606,Low,23,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VyOK1SUkGZs,19,Jeff Nippard,fitness,The Worst Workout Myth,3130020,180358,2114,34,5.829739107098357,0,15,short,5929106.0,0.5279075799960399,Medium,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
x7BUPjXCW6I,19,Jeff Nippard,fitness,Cheat Vs Strict Technique (My New Study Results!),4547685,248387,1916,45,5.503965204274262,6,17,short,5929106.0,0.7670102372937843,Medium,49,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4KILcjhKwSU,19,Jeff Nippard,fitness,Do Fitness Influencers Actually Know Fitness? (Ep. 2 Will Tennyson),11154623,482061,1788,89,4.337654441570997,6,15,short,5929106.0,1.8813330373921464,High,67,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xrY4WbcBED0,19,Jeff Nippard,fitness,Protein Trivia: Are You Smarter Than Random Gym Goers?,1952901,99771,668,30,5.143066648027729,6,15,short,5929106.0,0.329375288618554,Low,54,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2FTTwnONNzU,19,Jeff Nippard,fitness,Who Gains More Muscle? (Nerd vs Bro),2891914,179351,1042,45,6.237841097626001,3,14,short,5929106.0,0.48774874323380285,Low,36,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pi0PQZFFo4A,19,Jeff Nippard,fitness,Science-Based Lifting Is Over (My Bad),2617884,107901,5065,1034,4.315164461068558,0,15,long,5929106.0,0.4415309829171548,Low,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
jy8L7l-3hRI,19,Jeff Nippard,fitness,"Should You Go ""Pinkies Up"" On Lateral Raises?",1858740,103511,682,49,5.605571516188386,2,15,short,5929106.0,0.31349414228721834,Low,45,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agPLP9iZnMo,19,Jeff Nippard,fitness,How Much Protein Can You Absorb In One Meal? (New Science),12218039,465910,3151,50,3.8390857976472326,5,15,short,5929106.0,2.0606882386653234,High,58,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
E0ymPCoi2QI,19,Jeff Nippard,fitness,I Wrote A Textbook On Building Muscle (Free Giveaway),669924,41536,16219,52,8.621127172634507,0,16,short,5929106.0,0.11298904084359429,Low,53,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jf9PBwwNAMs,19,Jeff Nippard,fitness,Best Scientific Leg Workout For 2025,17761708,737203,3732,55,4.171530125368574,1,18,short,5929106.0,2.9956806304356847,High,36,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OqRvmJ2eyBA,19,Jeff Nippard,fitness,How To Bulk Like A Pro (Using Science),5680050,214280,4601,802,3.853504810697089,6,15,long,5929106.0,0.9579943418113962,Medium,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
bvwg4D9UWGI,19,Jeff Nippard,fitness,"Best Push Workout For 2025 (Chest, Shoulders & Triceps)",14571498,535933,2457,50,3.694815728623097,2,18,short,5929106.0,2.457621435676812,High,55,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IvlVVPAZ3r4,19,Jeff Nippard,fitness,4 Underrated Exercises Most People Skip,7568633,462355,1390,56,6.127196284983034,5,13,short,5929106.0,1.2765217892883007,High,39,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KV4D8MQrdhw,19,Jeff Nippard,fitness,"Best Pull Workout For 2025 (Back, Biceps, Rear Delts)",13868835,571192,2412,60,4.135920572996938,0,17,short,5929106.0,2.3391106517576175,High,53,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KmR_AaN7h58,19,Jeff Nippard,fitness,How To Boost Muscle Activation By 25%,2883401,138599,760,49,4.833146690314667,0,15,short,5929106.0,0.4863129449869846,Low,37,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5YaWrGPtIIE,19,Jeff Nippard,fitness,Everyone Is Still Confused About Triceps Training,14515431,620099,2257,50,4.28754750720113,6,15,short,5929106.0,2.448165203995341,High,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wLZMSqa6wEE,19,Jeff Nippard,fitness,This Is The Best Shoulder Machine,6926444,311365,1418,60,4.515780391785453,3,14,short,5929106.0,1.1682105194273809,High,33,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AI0x5hVamG4,19,Jeff Nippard,fitness,Did You Know This About Steroids?,11708926,599678,6986,53,5.181209617346629,2,14,short,5929106.0,1.9748214992277082,High,33,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_GziHDdJY10,19,Jeff Nippard,fitness,Don’t Skip These 3 Biceps Exercises,21452765,695306,2255,46,3.251613486653119,0,18,short,5929106.0,3.618212425279629,Viral,35,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ssRFzykAKM,19,Jeff Nippard,fitness,“Science-Based Lifters Are Mediocre”,7886253,472528,6329,60,6.072047143301134,6,14,short,5929106.0,1.3300914168173077,High,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
